Barcode,Creditcard,TapAndGo,Asset_ID,Meter_ID,Location_Description,Latitude,Longitude,Location
MPM1860410,Yes,Yes,1860410,673B,"La Trobe Street between William Street and King Street, approximately 35m NW of Wilson Parking, Carpark Basement North Tower, 485 La Trobe Street, MELBOURNE VIC 3000",-37.8121983,144.9544487,"-37.8121983, 144.9544487"
MPM1868992,Yes,Yes,1868992,577B,"Downie Street between Flinders Street and Flinders Lane, approximately 2m North of Hyatt Centric Melboiurne, 9-27 Downie Street, MELBOURNE VIC 3000",-37.8202092,144.9556613,"-37.8202092, 144.9556613"
MPM1868993,Yes,Yes,1868993,612B,"Flinders Lane between Elizabeth Street and Queen Street, approximately 4m West of Australian Institute Of Professional Technique, Ground 301 Flinders Lane, MELBOURNE VIC 3000",-37.8173611,144.9640561,"-37.8173611, 144.9640561"
MPM1868994,Yes,Yes,1868994,632C,"Little Collins Street between William Street and King Street, approximately 4m West of Maker Little Collins, Part Ground 505 Little Collins Street, MELBOURNE VIC 3000",-37.8169375,144.9578206,"-37.8169375, 144.9578206"
MPM1868995,Yes,Yes,1868995,622B,"Collins Street between Queen Street and Market Street, approximately 5m South of HCF Dental Centre, Basement, Ground & Level 1, 410 Collins Street, MELBOURNE VIC 3000",-37.8171034,144.9606519,"-37.8171034, 144.9606519"
MPM1868998,Yes,Yes,1868998,616C,"Flinders Lane between King Street and Spencer Street, approximately 20m NE of Hotel Indigo Melbourne Flinders, 561-585 Flinders Lane, MELBOURNE VIC 3000",-37.8199647,144.9553309,"-37.8199647, 144.9553309"
MPM1869001,Yes,Yes,1869001,650C,"Lonsdale Street between Spring Street and Exhibition Street, approximately 5m NE of Comfort Hotel Melbourne Central, 43-51 Lonsdale Street, MELBOURNE VIC 3000",-37.8098735,144.9708832,"-37.8098735, 144.9708832"
MPM1869002,Yes,Yes,1869002,662A,"Little Lonsdale Street between Elizabeth Street and Queen Street, approximately 12m East of Victoria University, 324-344 Little Lonsdale Street, MELBOURNE VIC 3000",-37.8118323,144.9599032,"-37.8118323, 144.9599032"
MPM1869004,Yes,Yes,1869004,631A,"Little Collins Street between Queen Street and William Street, approximately 22m SW of Le Petit Gateau, 452-458 Little Collins Street, MELBOURNE VIC 3000",-37.8165083,144.9593391,"-37.8165083, 144.9593391"
MPM1885776,Yes,Yes,1885776,677B,"A'Beckett Street between Swanston Street and Elizabeth Street, approximately 22m SW of Little Nooky, 62 A'Beckett Street, MELBOURNE VIC 3000",-37.8090563,144.9612749,"-37.8090563, 144.9612749"
MPM1891099,Yes,Yes,1891099,707B,"Fawkner Street between Southbank Boulevard and Fanning Street, approximately 25m NW of ACT of Wine, 22 Fanning Street, SOUTHBANK VIC 3006",-37.822221,144.9665798,"-37.822221, 144.9665798"
MPM1891101,Yes,Yes,1891101,728B,"Clarke Street between Haig Street and City Road, approximately 17m SW of 39 Clarke Street, SOUTHBANK VIC 3006",-37.8264079,144.9588634,"-37.8264079, 144.9588634"
MPM1891107,Yes,Yes,1891107,725C,"Queens Bridge Street between Power Street and Kings Way, approximately 5m West of 85A Queens Bridge Street, SOUTHBANK VIC 3006",-37.823988,144.9607212,"-37.823988, 144.9607212"
MPM1891108,Yes,Yes,1891108,678C,"A'Beckett Street between Elizabeth Street and Queen Street, approximately 7m SW of Jojo Little Kitchen, Shop G2, 118 A'Beckett Street, MELBOURNE VIC 3000",-37.8094712,144.9598445,"-37.8094712, 144.9598445"
MPM1891113,Yes,Yes,1891113,714B,"Catherine Street between Moray Street and Clarke Street, approximately 29m NW of Fire Rescue Victoria, 26-40 Moray Street, SOUTHBANK VIC 3006",-37.8269555,144.9601752,"-37.8269555, 144.9601752"
MPM1891115,Yes,Yes,1891115,713A,"Blakeney Place from Clarendon Street, approximately 42m East of 57-59 Haig Street, SOUTHBANK VIC 3006",-37.8274684,144.9573588,"-37.8274684, 144.9573588"
MPM1891116,Yes,Yes,1891116,713B,"Blakeney Place from Clarendon Street, approximately 36m SE of Unit 101, Ground 45 Haig Street, SOUTHBANK VIC 3006",-37.8272865,144.9575742,"-37.8272865, 144.9575742"
MPM1891117,Yes,Yes,1891117,794A,"Hancock Street between Clarke Street and Clarendon Street, approximately 28m NE of Grand Laguna Southbank, 121 Clarendon Street, SOUTHBANK VIC 3006",-37.8279146,144.9587375,"-37.8279146, 144.9587375"
MPM1891120,Yes,Yes,1891120,729A,"Intersection of Clarke Street and Catherine Street, approximately 7m North of Ray White, 48 Clarke Street, SOUTHBANK VIC 3006",-37.8271907,144.959216,"-37.8271907, 144.959216"
MPM1891125,Yes,Yes,1891125,752D,"Haig Street between Clarendon Street and West Gate Freeway, approximately 20m South of Launch Housing Southbank, Launch Housing, 52-70 Haig Street, SOUTHBANK VIC 3006",-37.8272579,144.9570204,"-37.8272579, 144.9570204"
MPM1891127,Yes,Yes,1891127,690B,"Victoria Street between O'Connell Street and Cobden Street, approximately 4m North of 123-125 Victoria Street, MELBOURNE VIC 3000",-37.8061351,144.957328,"-37.8061351, 144.957328"
MPM1891610,Yes,Yes,1891610,141C,"The Avenue between Ievers Street and Park Street, approximately 23m West of 304 The Avenue, PARKVILLE VIC 3052",-37.7800007,144.9579976,"-37.7800007, 144.9579976"
MPM1891614,Yes,Yes,1891614,238D,"Jeffcott Street between Spencer Street and King Street, approximately 6m West of Oceania Polytechnic Institute Of Education Pty Ltd, Ground 67 Jeffcott Street, WEST MELBOURNE VIC 3003",-37.8120392,144.9514464,"-37.8120392, 144.9514464"
MPM1891615,Yes,Yes,1891615,338B,"Rathdowne Street between Queensberry Street and Pelham Street, approximately 20m North of Sheng Run House, 97-105 Rathdowne Street, CARLTON VIC 3053",-37.804411,144.969178,"-37.804411, 144.969178"
MPM1891618,Yes,Yes,1891618,ZOO5,Royal Park,-37.7864007,144.9521519,"-37.7864007, 144.9521519"
MPM1891619,Yes,Yes,1891619,356B,"Argyle Place South between Lygon Street and Cardigan Street, approximately 27m North of Functional Legacy Mindset Pty Ltd, 29 Argyle Place South, CARLTON VIC 3053",-37.8033198,144.9654189,"-37.8033198, 144.9654189"
MPM1891620,Yes,Yes,1891620,ZOO15,Royal Park,-37.7833424,144.9548109,"-37.7833424, 144.9548109"
MPM1891621,Yes,Yes,1891621,ZOO16,Royal Park,-37.7833993,144.9543996,"-37.7833993, 144.9543996"
MPM1891625,Yes,Yes,1891625,368E,"Lygon Street between Queensberry Street and Argyle Place South, approximately 10m NE of Iga Express On Lygon, 101 Lygon Street, CARLTON VIC 3053",-37.8045061,144.966167,"-37.8045061, 144.966167"
MPM1891631,Yes,Yes,1891631,167D,"Pelham Street between Drummond Street and Lygon Street, approximately 3m South of 54 Pelham Street, CARLTON VIC 3053",-37.8028103,144.967516,"-37.8028103, 144.967516"
MPM1891633,Yes,Yes,1891633,293D,"Pelham Street between Rathdowne Street and Drummond Street, approximately 20m West of Incolink, 1 Pelham Street, CARLTON VIC 3053",-37.8032073,144.9690909,"-37.8032073, 144.9690909"
MPM1891635,Yes,Yes,1891635,361B,"Rathdowne Street between Victoria Street and Queensberry Street, approximately 16m North of 35 Rathdowne Street, CARLTON VIC 3053",-37.8062154,144.9688702,"-37.8062154, 144.9688702"
MPM1891642,Yes,Yes,1891642,162D,"Rathdowne Street between Pelham Street and Grattan Street, approximately 26m North of Sacred Heart, 169 Rathdowne Street, CARLTON VIC 3053",-37.802738,144.9694498,"-37.802738, 144.9694498"
MPM1891643,Yes,Yes,1891643,162C,"Rathdowne Street between Pelham Street and Grattan Street, approximately 26m East of Sacred Heart, 199 Rathdowne Street, CARLTON VIC 3053",-37.8023353,144.9697918,"-37.8023353, 144.9697918"
MPM1891645,Yes,Yes,1891645,223E,"Lygon Street between Victoria Street and Queensberry Street, approximately 12m North of The Victorian Trades Hall Council, Trades Hall, 2-40 Lygon Street, CARLTON VIC 3053",-37.8063199,144.9661085,"-37.8063199, 144.9661085"
MPM1891646,Yes,Yes,1891646,191C,"Queensberry Street between Lygon Street and Cardigan Street, approximately 28m South of Miss Siam Massage, 98 Queensberry Street, CARLTON VIC 3053",-37.8049538,144.965715,"-37.8049538, 144.965715"
MPM1891648,Yes,Yes,1891648,161B,"Nicholson Street between Victoria Street and Carlton Street, approximately 67m SE of Carlton Gardens Tennis Club (Inc), Carlton Gardens Tennis Club, Carlton Gardens North, 13 Nicholson Street, CARLTON VIC 3053",-37.8027195,144.9739333,"-37.8027195, 144.9739333"
MPM1891649,Yes,Yes,1891649,381B,"King Street between Dudley Street and Walsh Street, approximately 3m SW of Nar, Ground & Part Level 1, 350 King Street, WEST MELBOURNE VIC 3003",-37.8087554,144.9523551,"-37.8087554, 144.9523551"
MPM1891650,Yes,Yes,1891650,381A,"Intersection of King Street and Walsh Street, approximately 4m East of Everest Institute Of Education Pty Ltd, 479-481 King Street, WEST MELBOURNE VIC 3003",-37.8087302,144.9518773,"-37.8087302, 144.9518773"
MPM1891651,Yes,Yes,1891651,341A,"Chetwynd Street between Rosslyn Street and Stanley Street, approximately 17m West of 20 Chetwynd Street, WEST MELBOURNE VIC 3003",-37.807411,144.9518373,"-37.807411, 144.9518373"
MPM1891652,Yes,Yes,1891652,771C,"St Kilda Road between Grant Street and Wadey Street, approximately 67m North of Part Suite 1, Ground 250 St Kilda Road, SOUTHBANK VIC 3006",-37.8252945,144.9711596,"-37.8252945, 144.9711596"
MPM1891654,Yes,Yes,1891654,822E,"Kings Domain South, approximately 82m SE of E Gate Lodge, Royal Botanic Gardens Victoria, 32 Birdwood Avenue, MELBOURNE VIC 3004",-37.8333701,144.9811257,"-37.8333701, 144.9811257"
MPM1891655,Yes,Yes,1891655,192C,"Cardigan Street between Grattan Street and Faraday Street, approximately 38m North of The Lofts At Melbourne Connect, Ground, Mezzanine & Levels 1-13, 285 Cardigan Street, CARLTON VIC 3053",-37.7994701,144.9655,"-37.7994701, 144.9655"
MPM1891656,Yes,Yes,1891656,319B,"Cardigan Street between Victoria Street and Queensberry Street, approximately 5m SE of Royal Melbourne Institute Of Technology, 23-27 Cardigan Street, CARLTON VIC 3053",-37.8061593,144.9643493,"-37.8061593, 144.9643493"
MPM1891657,Yes,Yes,1891657,323A,"Pelham Street between Berkeley Street and Elizabeth Street, approximately 3m South of Part 226 Pelham Street, MELBOURNE VIC 3000",-37.8017932,144.95822,"-37.8017932, 144.95822"
MPM1891658,Yes,Yes,1891658,319A,"Cardigan Street between Victoria Street and Queensberry Street, approximately 5m NW of Royal Melbourne Institute Of Technology, RMIT Building 43,74 & 76, 52-56 Cardigan Street, CARLTON VIC 3053",-37.8054587,144.9647539,"-37.8054587, 144.9647539"
MPM1891661,Yes,Yes,1891661,318B,"Queensberry Street between Swanston Street and Bouverie Street, approximately 4m South of Adozen Adozen, 188 Queensberry Street, CARLTON VIC 3053",-37.8043926,144.9626364,"-37.8043926, 144.9626364"
MPM1891664,Yes,Yes,1891664,303A,"Faraday Street between Cardigan Street and Swanston Street, approximately 7m West of The Peter McPhee Centre, 272-278 Faraday Street, CARLTON VIC 3053",-37.7983016,144.9648223,"-37.7983016, 144.9648223"
MPM1891665,Yes,Yes,1891665,304A,"Pelham Street between Cardigan Street and Swanston Street, approximately 18m West of Voodu Marketing Pty Ltd, Part Ground 106 Pelham Street, CARLTON VIC 3053",-37.8024443,144.9641409,"-37.8024443, 144.9641409"
MPM1891667,Yes,Yes,1891667,296B,"Cardigan Street between Argyle Place North and Grattan Street, approximately 20m South of Unit 1, 233 Cardigan Street, CARLTON VIC 3053",-37.8014552,144.9651675,"-37.8014552, 144.9651675"
MPM1891673,Yes,Yes,1891673,373A,"Grattan Street between Cardigan Street and Swanston Street, approximately 46m NE of Colourful Yunnan Restaurant, 680-682 Swanston Street, CARLTON VIC 3053",-37.8003943,144.9645284,"-37.8003943, 144.9645284"
MPM1891674,Yes,Yes,1891674,371B,"Swanston Street between Lincoln Square North and Grattan Street, approximately 7m SW of Laundromat @ 650 Swanston Street, 650 Swanston Street, CARLTON VIC 3053",-37.8013609,144.9639506,"-37.8013609, 144.9639506"
MPM1891675,Yes,Yes,1891675,371A,"Swanston Street between Lincoln Square North and Grattan Street, approximately 7m SW of Scott's Print & Design, 670 Swanston Street, CARLTON VIC 3053",-37.8009227,144.964032,"-37.8009227, 144.964032"
MPM1891676,Yes,Yes,1891676,366B,"Grattan Street between Lygon Street and Cardigan Street, approximately 7m NW of 99 Grattan Street, CARLTON VIC 3053",-37.8007434,144.9661134,"-37.8007434, 144.9661134"
MPM1891677,Yes,Yes,1891677,174B,"MacArthur Place North between Canning Street and Rathdowne Street, approximately 19m South of 46 MacArthur Place North, CARLTON VIC 3053",-37.7982443,144.9713974,"-37.7982443, 144.9713974"
MPM1891684,Yes,Yes,1891684,366A,"Grattan Street between Lygon Street and Cardigan Street, approximately 16m West of Suite 1, 96 Grattan Street, CARLTON VIC 3053",-37.8005488,144.9659403,"-37.8005488, 144.9659403"
MPM1891686,Yes,Yes,1891686,361A,"Rathdowne Street between Victoria Street and Queensberry Street, approximately 5m SE of 35 Rathdowne Street, CARLTON VIC 3053",-37.8063917,144.9688405,"-37.8063917, 144.9688405"
MPM1891690,Yes,Yes,1891690,223B,"Lygon Street between Victoria Street and Queensberry Street, approximately 16m South of Christian Chapel - Lygon St Church Of Christ Inc, Carpark Rear 42-54 Lygon Street,, CARLTON VIC 3053",-37.8060044,144.9661659,"-37.8060044, 144.9661659"
MPM1891695,Yes,Yes,1891695,297A,"Cardigan Street between Queensberry Street and Argyle Place South, approximately 6m East of 101 Cardigan Street, CARLTON VIC 3053",-37.8043004,144.9646988,"-37.8043004, 144.9646988"
MPM1891696,Yes,Yes,1891696,297B,"Cardigan Street between Queensberry Street and Argyle Place South, approximately 4m NW of 114 Cardigan Street, CARLTON VIC 3053",-37.8039406,144.9650097,"-37.8039406, 144.9650097"
MPM1891700,Yes,Yes,1891700,368B,"Lygon Street between Queensberry Street and Argyle Place South, approximately 6m East of Juiced The Juice Is Yours, Ground 129 Lygon Street, CARLTON VIC 3053",-37.8040384,144.9662559,"-37.8040384, 144.9662559"
MPM1891701,Yes,Yes,1891701,367C,"Intersection of Lygon Street and Pelham Street, approximately 22m North of Argyle Square, 153-159 Lygon Street, CARLTON VIC 3053",-37.8027595,144.9664687,"-37.8027595, 144.9664687"
MPM1891706,Yes,Yes,1891706,167B,"Pelham Street between Drummond Street and Lygon Street, approximately 4m South of Streetwise Psychology, 68 Pelham Street, CARLTON VIC 3053",-37.8027745,144.9671203,"-37.8027745, 144.9671203"
MPM1891707,Yes,Yes,1891707,161A,"Nicholson Street between Victoria Street and Carlton Street, approximately 74m NE of Carlton Gardens Tennis Club (Inc), Carlton Gardens Tennis Club, Carlton Gardens North, 13 Nicholson Street, CARLTON VIC 3053",-37.8019665,144.9740586,"-37.8019665, 144.9740586"
MPM1895388,Yes,Yes,1895388,ZOO13,Royal Park,-37.7838385,144.9554213,"-37.7838385, 144.9554213"
MPM1898591,Yes,Yes,1898591,895B,"Victoria Parade between Clarendon Street and Eades Street, approximately 30m East of 292 Victoria Parade, EAST MELBOURNE VIC 3002",-37.8091446,144.9819324,"-37.8091446, 144.9819324"
MPM1898592,Yes,Yes,1898592,871B,"Morrison Place between Victoria Parade and Albert Street, approximately 3m SW of St Vincent's Health Australia Ltd, 14-18 Morrison Place, EAST MELBOURNE VIC 3002",-37.8091787,144.9767321,"-37.8091787, 144.9767321"
MPM1898593,Yes,Yes,1898593,880A,"Powlett Street between Albert Street and Victoria Parade, approximately 23m North of Pool & Gym, Lot S-14, Pool & Gym, 201 Powlett Street, EAST MELBOURNE VIC 3002",-37.8100129,144.9861378,"-37.8100129, 144.9861378"
MPM1898594,Yes,Yes,1898594,877C,"Clarendon Street between Wellington Parade and George Street, approximately 74m West of Hepburn Terrace, 209 George Street, EAST MELBOURNE VIC 3002",-37.8151201,144.9826101,"-37.8151201, 144.9826101"
MPM1898603,Yes,Yes,1898603,350B,"Stanley Street between Railway Place and Adderley Street, approximately 4m West of 201 Stanley Street, WEST MELBOURNE VIC 3003",-37.8104081,144.9457367,"-37.8104081, 144.9457367"
MPM1898608,Yes,Yes,1898608,174E,"MacArthur Place South between Canning Street and Rathdowne Street, approximately 19m North of 15 MacArthur Place South, CARLTON VIC 3053",-37.7985296,144.972103,"-37.7985296, 144.972103"
MPM1898611,Yes,Yes,1898611,ZOO23,"Royal Park, approximately 82m SW of Royal Park Railway Station, Poplar Road, PARKVILLE VIC 3052",-37.7814806,144.9508916,"-37.7814806, 144.9508916"
MPM1898614,Yes,Yes,1898614,ZOO19,Royal Park,-37.7819682,144.9531444,"-37.7819682, 144.9531444"
MPM1898616,Yes,Yes,1898616,ZOO3,Royal Park,-37.7870681,144.9513842,"-37.7870681, 144.9513842"
MPM1898619,Yes,Yes,1898619,ZOO4,Royal Park,-37.7867719,144.951969,"-37.7867719, 144.951969"
MPM1898622,Yes,Yes,1898622,ZOO11,Royal Park,-37.7845775,144.9549911,"-37.7845775, 144.9549911"
MPM1898625,Yes,Yes,1898625,ZOO22,"Royal Park, approximately 67m East of Leopard Lodge Function Centre, Melbourne Zoological Gardens, 6 Elliott Avenue, PARKVILLE VIC 3052",-37.7818904,144.9522183,"-37.7818904, 144.9522183"
MPM1898626,Yes,Yes,1898626,ZOO24,"Royal Park, approximately 70m North of Rail Cafe, Kiosk 5, Melbourne Zoological Gardens, 6 Elliott Avenue, PARKVILLE VIC 3052",-37.7817446,144.9507757,"-37.7817446, 144.9507757"
MPM1898628,Yes,Yes,1898628,382A,"Adderley Street between Rosslyn Street and Stanley Street, approximately 4m SW of 142 Adderley Street, WEST MELBOURNE VIC 3003",-37.8098835,144.947172,"-37.8098835, 144.947172"
MPM1898629,Yes,Yes,1898629,379E,"King Street between Rosslyn Street and Stanley Street, approximately 4m North of Plumbing Industry House, 523-527 King Street, WEST MELBOURNE VIC 3003",-37.8076348,144.9510091,"-37.8076348, 144.9510091"
MPM1898634,Yes,Yes,1898634,358B,"Spencer Street between Rosslyn Street and Stanley Street, approximately 2m NE of Joe Arcaro & Associates Pty Limited, 493 Spencer Street, WEST MELBOURNE VIC 3003",-37.8089513,144.9489525,"-37.8089513, 144.9489525"
MPM1898638,Yes,Yes,1898638,883A,"Simpson Street between Albert Street and Victoria Parade, approximately 5m NE of 173 Simpson Street, EAST MELBOURNE VIC 3002",-37.8103948,144.988736,"-37.8103948, 144.988736"
